Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Clone Problem	HG-1654	21	CU638690.5	CU638690.5	User Report	"Issue reported from Web Site: Admixture mapping of decoy sequence"	Resolved	"none"	"In progress"	na	2015-07-23T17:19:10.000-0400	na	GRC Resolved by Electronic Means	"CU638690.5 is already located on chromosome 21p reference"	na	GRCh38	GRCh37	na	na	na	NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:7199528:@:7327865:@:5:@@@:CU638690:::5:@@@:CU638690:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-1656	21	NONE	NONE	User Report	"Issue reported from Web Site: Admixture mapping of decoy sequence."	Resolved	"none"	"In progress"	na	2014-10-29T14:04:22.000-0400	na	GRC Resolved by Electronic Means	"AC079801.2 has been added to the chr21 unlocalized reference tile path"	na	GRCh38	na	na	na	na	NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:5216247:@:5393558:@:1:@@@:NONE:::1:@@@:NONE:@:curated:@:curated:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-1700	21	CR382287.7	FP565790.5	TPF Analysis	"There is a gap in the chromosome between components CR382287.7 and FP565790.5"	Awaiting Exptl Data	"12-JUN-13: WI2-682F18 has been cancelled"	"There is a gap in the chromosome between components CR382287.7 and FP565790.5"	Clone Sequencing	2015-08-06T04:21:01.000-0400	na	Unresolved	"na"	na	na	Build 36	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:10544842:@:11188129:@:7:@@@:CR382287:::5:@@@:FP565790:@:component:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:10066814:@:10274327:@:7:@@@:CR382287:::5:@@@:FP565790:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-1703	21	AP001067.1	AP001067.1	RefSeq Report	"GeneID: 386675 (KRTAP10-7), poor quality (includes component misassembly)"	Resolved	"none"	"NM_198689.1 aligns to genomic AP001067:86050-87217 and celera assembly component AADB02020358.1:621174-622341 100%, and to NC_000021.7 assembly component AL773602 poorly. Originally described in HG-237. This duplicate Jira issue is being used to \nmanage an update at this gap that is being considered for patch release."	na	2015-07-23T17:18:53.000-0400	na	GRC-Duplicate	"NM_198689.1 aligns to genomic AP001067:86050-87217 and celera assembly component AADB02020358.1:621174-622341 100%, and to NC_000021.7 assembly component AL773602 poorly. Originally described in HG-237. This duplicate Jira issue is being used to \nmanage an update at this gap that is being considered for patch release"	GRCh37:FIX	GRCh37.p13,GRCh38	Build 36	KE332506.1	NW_004775435.1	KRTAP_REGION_2	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:45955764:@:45985067:@:1:@@@:AP001067:::1:@@@:AP001067:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KE332506.1:@:NW_004775435.1:@:ALT_SCAFFOLD:@:39204:@:105500:@:1:@@@:AP001067:::1:@@@:AP001067:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:44535881:@:44602177:@:1:@@@:AP001067:::1:@@@:AP001067:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1853	21	AC226155.3	AC226155.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC226155.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC226155.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:05:39.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC226155.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:47565067:@:47600328:@:3:@@@:AC226155:::3:@@@:AC226155:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270872.1:@:NT_187626.1:@:ALT_SCAFFOLD:@:13698:@:41784:@:3:@@@:AC226155:::3:@@@:AC226155:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:46145153:@:46180414:@:3:@@@:AC226155:::3:@@@:AC226155:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1856	21	AC208585.5	AC208585.5	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC208585.5 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC208585.5 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:05:46.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC208585.5 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:19082581:@:19114267:@:5:@@@:AC208585:::5:@@@:AC208585:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270873.1:@:NT_187627.1:@:ALT_SCAFFOLD:@:106569:@:141789:@:5:@@@:AC208585:::5:@@@:AC208585:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:17710263:@:17741950:@:5:@@@:AC208585:::5:@@@:AC208585:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1862	21	AP000056.1	AP000056.1	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AP000056.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AP000056.1 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2013-07-29T03:43:27.000-0400	na	GRC Resolved- No Change	"The only difference between the decoy sequence contained in AP000056.1 and the reference sequence is a transposon."	na	GRCh38	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:36062561:@:36161222:@:1:@@@:AP000056:::1:@@@:AP000056:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:34690262:@:34788925:@:1:@@@:AP000056:::1:@@@:AP000056:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1864	21	AC226180.3	AC226180.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC226180.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC226180.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2014-10-01T15:05:59.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence from AC226180.3 present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:18593710:@:18627908:@:3:@@@:AC226180:::3:@@@:AC226180:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270874.1:@:NT_187628.1:@:ALT_SCAFFOLD:@:74500:@:111900:@:3:@@@:AC226180:::3:@@@:AC226180:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:17221392:@:17255590:@:3:@@@:AC226180:::3:@@@:AC226180:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-1947	21	FP565790.5	AP003900.1	TPF Analysis	"There is a gap in the chromosome between components FP565790.5 and AP003900.1"	Under Review	"This region is repetitive and it is difficult to discern accurately clones that cover the gap"	"There is a gap in the chromosome between components FP565790.5 and AP003900.1"	na	2015-08-06T04:18:44.000-0400	na	Unresolved	"na"	na	na	GRCh37	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:11145858:@:11188129:@:5:@@@:FP565790:::1:@@@:AP003900:@:alignment:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:10269869:@:10366599:@:5:@@@:FP565790:::1:@@@:AP003900:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2026	21	AP000466.1	AP000466.1	User Report	"User reported of Ns in AP000466.1 that are not annotated"	Under Review	"The gap in AP000466.1 is being investigated"	"There are gaps of 20 Ns and 10 Ns in AP000466.1"	na	2014-07-08T10:09:22.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:33125080:@:33244527:@:1:@@@:AP000466:::1:@@@:AP000466:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:31752767:@:31872214:@:1:@@@:AP000466:::1:@@@:AP000466:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2027	21	AP001044.2	AP001044.2	User Report	"User reported of Ns in AP001044.2 that are not annotated"	Under Review	"The gap in AP001044.2 is being investigated"	"There is a gap of 10 Ns in AP001044.2 that is not annotated"	na	2014-07-10T04:31:15.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:40283132:@:40295471:@:2:@@@:AP001044:::2:@@@:AP001044:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:38911208:@:38923547:@:2:@@@:AP001044:::2:@@@:AP001044:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2028	21	AP001048.1	AP001048.1	User Report	"User reported of Ns in AP001048.1 that are not annotated"	Under Review	"The gap is being investigated"	"There is a gap of 10 Ns in AP001048.1 that is not annotated"	na	2015-08-13T04:37:35.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:44880071:@:44893438:@:1:@@@:AP001048:::1:@@@:AP001048:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:43460191:@:43473558:@:1:@@@:AP001048:::1:@@@:AP001048:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2029	21	AP001626.1	AP001626.1	User Report	"User reported of Ns in AP001626.1  that are not annotated"	Under Review	"The gap in AP001626.1 is being investigated"	"There is a gap of 10 Ns in AP001626.1 that is not annotated"	na	2014-07-10T03:53:38.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:44032032:@:44092127:@:1:@@@:AP001626:::1:@@@:AP001626:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:42611922:@:42672017:@:1:@@@:AP001626:::1:@@@:AP001626:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2036	21	AF130247.2	AF130247.2	TPF Analysis	"AF130247.2: different clone names in TPF files"	Resolved	"none"	"Two different local names for AF130247.2 appear in GRC TPF files. This has no effect on assembly sequence. The GRC will investigate and edit the files as needed."	na	2015-07-23T17:19:08.000-0400	na	GRC Resolved by Electronic Means	"AF130247 clone name updated to RP1-31B5"	na	GRCh39	GRCh38	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:15796462:@:15847792:@:2:@@@:AF130247:::2:@@@:AF130247:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383578.1:@:NW_003315967.1:@:ALT_SCAFFOLD:@:1:@:63917:@:2:@@@:AF130247:::2:@@@:AF130247:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:14424141:@:14475471:@:2:@@@:AF130247:::2:@@@:AF130247:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL383578.2:@:NW_003315967.2:@:ALT_SCAFFOLD:@:1:@:63917:@:2:@@@:AF130247:::2:@@@:AF130247:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2037	21	AP000300.1	AP000300.1	TPF Analysis	"AP000300.1: different clone names in TPF files"	Resolved	"none"	"Two different local names for AP000300.1 appear in GRC TPF files. This has no effect on assembly sequence. The GRC will investigate and edit the files as needed."	na	2015-07-23T17:19:08.000-0400	na	GRC Resolved by Electronic Means	"The clone name has been updated to RP1-PACB5"	na	GRCh39	GRCh38	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:34777735:@:34833712:@:1:@@@:AP000300:::1:@@@:AP000300:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383581.1:@:NW_003315970.1:@:ALT_SCAFFOLD:@:1:@:54770:@:1:@@@:AP000300:::1:@@@:AP000300:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:33405429:@:33461405:@:1:@@@:AP000300:::1:@@@:AP000300:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL383581.2:@:NW_003315970.2:@:ALT_SCAFFOLD:@:1:@:54769:@:1:@@@:AP000300:::1:@@@:AP000300:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2038	21	AP000302.1	AP000302.1	TPF Analysis	"AP000302.1: different clone names in TPF files"	Resolved	"none"	"Two different local names for AP000302.1 appear in GRC TPF files. This has no effect on assembly sequence. The GRC will investigate and edit the files as needed."	na	2015-07-23T17:19:09.000-0400	na	GRC Resolved by Electronic Means	"AP000302 clone name CMP21-4G8 updated"	na	GRCh39	GRCh38	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:34850392:@:34884866:@:1:@@@:AP000302:::1:@@@:AP000302:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383581.1:@:NW_003315970.1:@:ALT_SCAFFOLD:@:94394:@:116690:@:1:@@@:AP000302:::1:@@@:AP000302:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:33478085:@:33512559:@:1:@@@:AP000302:::1:@@@:AP000302:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL383581.2:@:NW_003315970.2:@:ALT_SCAFFOLD:@:94393:@:116689:@:1:@@@:AP000302:::1:@@@:AP000302:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-2039	21	AP000705.2	AP000705.2	TPF Analysis	"AP000705.2: different clone names in TPF files"	Resolved	"none"	"Two different local names for AP000705.2 appear in GRC TPF files. This has no effect on assembly sequence. The GRC will investigate and edit the files as needed."	na	2015-07-23T17:18:53.000-0400	na	GRC Resolved by Electronic Means	"AP000705 clone name has been updated to RP11-745D19"	na	GRCh39	GRCh38	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:23474793:@:23619638:@:2:@@@:AP000705:::2:@@@:AP000705:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383579.1:@:NW_003315968.1:@:ALT_SCAFFOLD:@:1:@:126889:@:2:@@@:AP000705:::2:@@@:AP000705:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:22102474:@:22247318:@:2:@@@:AP000705:::2:@@@:AP000705:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:GL383579.2:@:NW_003315968.2:@:ALT_SCAFFOLD:@:1:@:126888:@:2:@@@:AP000705:::2:@@@:AP000705:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2064	21	AP001440.1	AP001440.1	User Report	"Possible Inversion in reference component AP001440.1"	Under Review	"The potential inversion is being investigated"	"There may be an inversion within AP001440.1"	na	2014-10-08T15:05:00.000-0400	na	Unresolved	"na"	na	na	Build 36	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:27346936:@:27396175:@:1:@@@:AP001440:::1:@@@:AP001440:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:25974623:@:26023859:@:1:@@@:AP001440:::1:@@@:AP001440:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2219	21	AF129075.3	AF129075.3	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AF129075.3"	Awaiting Elec Data	"RP11 whole genome shotgun data supports the reference and shows this is variation. Optical mapping shows 2-3kb missing."	"Analysis of GU266955.1 and GU268177.1 along with alignment of HuRef Chr. 21, suggest there may be ~2,974 bp sequence missing from the reference assembly within component AF129075.3. This may represent variation or an assembly error."	na	2015-05-19T08:05:07.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:30356655:@:30547491:@:3:@@@:AF129075:::3:@@@:AF129075:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:28984334:@:29175170:@:3:@@@:AF129075:::3:@@@:AF129075:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2220	21	AP001138.3	AP001138.3	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP001138.3"	Awaiting Elec Data	"Based on optical mapping this looks like a region of variation."	"Analysis of GU266985.1 along with alignment of HuRef Chr. 21, suggest there may be ~3,168 bp sequence missing from the reference assembly within component AP001138.3. This may represent variation or an assembly error."	na	2015-05-18T12:02:01.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:22351963:@:22514944:@:3:@@@:AP001138:::3:@@@:AP001138:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:20979646:@:21142626:@:3:@@@:AP001138:::3:@@@:AP001138:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Unknown	HG-2221	21	AP000472.2	AP000472.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP000472.2"	Under Review	"none"	"Analysis of GU267381.1 along with alignment of HuRef Chr. 21, suggest there may be ~1,591 bp sequence missing from the reference assembly within component AP000472.2. This may represent variation or an assembly error."	na	2015-04-29T14:08:39.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:23243388:@:23400915:@:2:@@@:AP000472:::2:@@@:AP000472:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:21871068:@:22028596:@:2:@@@:AP000472:::2:@@@:AP000472:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2222	21	AP000459.4	AP000459.4	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP000459.4"	Under Review	"Based on RP11 whole genome shotgun and optical mapping data this looks like variation"	"Analysis of GU267881.1 along with alignment of HuRef Chr. 21, suggest there may be ~1,267 bp sequence missing from the reference assembly within component AP000459.4. This may represent variation or an assembly error."	na	2015-05-18T14:16:36.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:24703348:@:24873082:@:4:@@@:AP000459:::4:@@@:AP000459:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:23331026:@:23500763:@:4:@@@:AP000459:::4:@@@:AP000459:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2223	21	AP001630.1	AP001630.1	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP001630.1"	Under Review	"RP11 whole genome shotgun matches reference clone AP001630.1 suggesting the difference is down to variation"	"Analysis of GU268448.1 along with alignment of HuRef Chr. 21, suggest there may be ~2,150 bp sequence missing from the reference assembly within component AP001630.1. This may represent variation or an assembly error."	na	2015-05-19T07:20:50.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000683.1:@:NC_000021.8:@:CHROMOSOME:@:44358676:@:44510521:@:1:@@@:AP001630:::1:@@@:AP001630:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000683.2:@:NC_000021.9:@:CHROMOSOME:@:42938566:@:43090411:@:1:@@@:AP001630:::1:@@@:AP001630:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
