id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
MG-4148	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	137142658	137299305	3,2	AC242397,AC243288	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4148	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4149	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	138624407	138784187	3,2	AC242503,AC165444	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4150	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	113404230	113654075	3,3	AC121909,AC241893	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4164	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	36626941	36701990	2,3	AC242671,AC242406	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4164	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4212	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	15008266	15602160	3,4	AC132090,AC239617	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4276	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	105308434	105450136	29,29	AC113980,AC113980	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4276	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	105737453	105879155	29,29	AC113980,AC113980	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4278	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	87671176	87845949	9,9	AC074046,AC074046	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4278	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	88100201	88274974	9,9	AC074046,AC074046	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-43	5	MAPPED	CM001001.2	NC_000074.6	CHROMOSOME	95270236	95314105	1,1	AC182436,AC182436	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-43	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143411752	143455620	1,1	AC182436,AC182436	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-6	5	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	31145692	31187569	2,2	AC175490,AC175490	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-6	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143269872	143311751	2,2	AC175490,AC175490	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-64	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	143819480	143909778	1,2	CAAA01058194,AC166900	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-64	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	144580349	144670647	1,2	CAAA01058194,AC166900	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-70	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	137299306	137437028	2,2	AC150682,AC150682	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-70	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	137713306	137878256	2,2	AC150682,AC150682	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-82	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	124614689	124631619	1,1	CAAA01086728,CAAA01086732	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-82	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	125069477	125082200	1,1	CAAA01086728,CAAA01086732	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-97	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	30288961	30340236	1,1	CAAA01135698,CAAA01069641	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-97	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	30614432	30644752	1,1	CAAA01135698,CAAA01069641	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-140	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-140	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-148	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	52146026	52260507	1,1	AAHY01053339,AAHY01053339	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-148	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-159	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	30746615	30904322	1,3	CAAA01093966,AC183098	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-159	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	30696046	30854322	1,3	CAAA01093966,AC183098	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-163	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	38575166	38756114	6,6	AC161147,AC161147	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-163	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	38525166	38706113	6,6	AC161147,AC161147	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-184	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	72296717	72451483	11,11	AC116115,AC116115	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-184	6	MAPPED	KK082442.1	NW_006763129.1	ALT_SCAFFOLD	1	154766	11,11	AC116115,AC116115	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-184	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	72246711	72401477	11,11	AC116115,AC116115	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-206	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	142205766	142380388	13,13	AC102125,AC102125	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-206	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	142154287	142328908	13,13	AC102125,AC102125	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3	6	MAPPED	GL456054.2	NT_166305.2	ALT_SCAFFOLD	5393243	5580323	6,6	CU207334,CU207334	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	149005295	149192372	6,6	CU207334,CU207334	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3502	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	3050001	3199105	4,4	AC127263,AC127263	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3502	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	3000001	3149105	4,4	AC127263,AC127263	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3512	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	30697355	30904322	5,3	AC146699,AC183098	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3512	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	30647355	30854322	5,3	AC146699,AC183098	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-36	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	30746615	30904322	1,3	CAAA01093966,AC183098	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-36	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	30696046	30854322	1,3	CAAA01093966,AC183098	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3716	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	47589188	47886923	25,18	AC155652,AC166252	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3716	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	47539187	47836922	25,18	AC155652,AC166252	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3717	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	139553789	139835292	5,2	AC122511,AC174651	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3717	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	139502310	139783813	5,2	AC122511,AC174651	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3718	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	145852087	146164660	4,2	AC144936,AC174928	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3718	6	MAPPED	GL456054.2	NT_166305.2	ALT_SCAFFOLD	2379558	2665876	4,2	AC144936,AC174928	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3718	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	145800607	146113182	4,2	AC144936,AC174928	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3719	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	149565173	149586546	3,3	AC225640,AC225640	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3719	6	MAPPED	GL456054.2	NT_166305.2	ALT_SCAFFOLD	5920823	5956088	3,3	AC225640,AC225640	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3719	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3830	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	133672640	133851747	5,5	AC122359,AC122359	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3830	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	133622658	133801765	5,5	AC122359,AC122359	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3838	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3838	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3839	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3839	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3840	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	129862589	130226369	17,11	AC090563,AC090127	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3840	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	205673	1154283	17,11	AC090563,AC090127	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3840	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	129812607	130176387	17,11	AC090563,AC090127	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3841	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	129862589	130053217	17,17	AC090563,AC090563	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3841	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	205673	396455	17,17	AC090563,AC090563	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3841	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	129812607	130003235	17,17	AC090563,AC090563	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3842	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	129862589	130313142	17,4	AC090563,AC161448	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3842	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	205673	1154283	17,4	AC090563,AC161448	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3842	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	129812607	130263160	17,4	AC090563,AC161448	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3843	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	130053218	130226369	11,11	AC090127,AC090127	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3843	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	355189	1154283	11,11	AC090127,AC090127	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3843	6	MAPPED	KK082443.1	NW_006763130.1	ALT_SCAFFOLD	4495	311385	11,11	AC090127,AC090127	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3843	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	130003236	130176387	11,11	AC090127,AC090127	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3844	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	130313143	130425921	5,5	AC087336,AC087336	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3844	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	535752	1178608	5,5	AC087336,AC087336	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3844	6	MAPPED	KK082443.1	NW_006763130.1	ALT_SCAFFOLD	92015	377905	5,5	AC087336,AC087336	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3844	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	130263161	130375939	5,5	AC087336,AC087336	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3851	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	130053218	130226369	11,11	AC090127,AC090127	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3851	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	355189	1154283	11,11	AC090127,AC090127	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3851	6	MAPPED	KK082443.1	NW_006763130.1	ALT_SCAFFOLD	4495	311385	11,11	AC090127,AC090127	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3851	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	130003236	130176387	11,11	AC090127,AC090127	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3902	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	135126067	135211555	5,5	AC131718,AC131718	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3902	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	135076085	135161573	5,5	AC131718,AC131718	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3903	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	39312189	39478879	20,20	AC153624,AC153624	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3903	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	39262188	39428878	20,20	AC153624,AC153624	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3925	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	30697355	30904322	5,3	AC146699,AC183098	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3925	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	30647355	30854322	5,3	AC146699,AC183098	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3935	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	114550936	114712452	13,13	AC158644,AC158644	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3935	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	114501571	114662470	13,13	AC158644,AC158644	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4067	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	54047976	54274023	4,4	AC074042,AC074042	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4067	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	54003609	54224017	4,4	AC074042,AC074042	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4068	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	136230742	136405160	5,5	AC133936,AC133936	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4068	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	136193134	136358730	5,5	AC133936,AC133936	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4069	6	MAPPED	GL456054.2	NT_166305.2	ALT_SCAFFOLD	5947345	5956088	1,1	CAAA01044984,CAAA01044984	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4069	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	149559445	149568515	1,1	CAAA01044984,CAAA01044984	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4069	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	149513695	149517037	1,1	CAAA01044984,CAAA01044984	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4183	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	142081293	142380388	6,13	AC134836,AC102125	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4183	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	142029814	142328908	6,13	AC134836,AC102125	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-42	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-42	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4237	6	MAPPED	JH584264.1	NT_187002.1	ALT_SCAFFOLD	1	1759414	9,7	CU210875,CU457745	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4237	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	129636567	130852557	9,7	CU210875,CU457745	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4237	6	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-66	6	MAPPED	CM000999.2	NC_000072.6	CHROMOSOME	139661122	139714844	1,1	CAAA01027060,CAAA01028449	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-66	6	MAPPED	CM000999.1	NC_000072.5	CHROMOSOME	139609643	139663365	1,1	CAAA01027060,CAAA01028449	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-130	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	47903695	48054356	7,7	AC144923,AC144923	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-130	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	55159065	55309726	7,7	AC144923,AC144923	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-131	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	141575317	141683153	11,11	AC102524,AC102524	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-131	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	148761216	148869052	11,11	AC102524,AC102524	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-14	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	4273507	4408599	9,9	AC137969,AC137969	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-14	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	4225109	4360201	9,9	AC137969,AC137969	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-145	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3583071	4408599	13,9	AC130680,AC137969	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-145	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3534671	4360201	13,9	AC130680,AC137969	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-147	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	13672026	13848035	8,8	AC157361,AC157361	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-147	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	14257375	14433384	8,8	AC157361,AC157361	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-154	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	100388102	100397411	2,2	AC151839,AC151839	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-154	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	107536612	107681054	2,2	AC151839,AC151839	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-155	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	139833177	140015726	18,18	AC107822,AC107822	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-155	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	147019076	147201625	18,18	AC107822,AC107822	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-156	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	29074273	29258515	3,3	AC164564,AC164564	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-156	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	29859292	30043534	3,3	AC164564,AC164564	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-157	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	38427826	39311802	5,6	AC149271,AC129176	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-157	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	39212845	46567225	5,6	AC149271,AC129176	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-17	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	28729489	28890552	1,1	AC171210,AC171210	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-17	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	29514508	29675571	1,1	AC171210,AC171210	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-189	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	93073627	93086434	2,2	AC172746,AC172746	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-189	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	100222137	100234944	2,2	AC172746,AC172746	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-19	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3583071	4408599	13,9	AC130680,AC137969	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-19	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3534671	4360201	13,9	AC130680,AC137969	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-195	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	38175298	38289272	10,10	AC157552,AC157552	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-195	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	38960317	39074291	10,10	AC157552,AC157552	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-29	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3606966	3942523	5,11	AC171680,AC161409	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-29	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3671351	3894125	5,11	AC171680,AC161409	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3162	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3469824	3583953	1,1	CAAA01122382,CAAA01153584	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3162	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3471115	3534670	1,1	CAAA01122382,CAAA01153584	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3165	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	3000001	3719748	3,13	AC132586,AC130680	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3165	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	3000001	3671350	3,13	AC132586,AC130680	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3166	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	9456569	9829450	2,2	AC188462,AC188464	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3166	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	8231955	10414799	2,2	AC188462,AC188464	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3167	7	MAPPED	CM001000.2	NC_000073.6	CHROMOSOME	21464440	21871354	3,4	AC164312,AC122819	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3167	7	MAPPED	CM001000.1	NC_000073.5	CHROMOSOME	22290266	22656373	3,4	AC164312,AC122819	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
